token,n,unique_ids,unique_authors
cubes,2,1,1
cultivation,2,1,1
cyclophyllum,2,1,1
cylinder,2,2,2
cymbopleura,2,1,1
damping,2,2,2
dash,2,2,1
datapoint,2,2,1
datasources_kvile2019_biolbull.xlsx,2,1,1
datetime,2,2,2
daugaard,2,1,1
daytminutes:seconds,2,1,1
dbo_1,2,2,1
deaths,2,1,1
declination,2,1,1
deed,2,1,1
deepest,2,1,1
deflexa,2,1,1
deltad,2,1,1
denoted,2,1,1
depending,2,2,2
depression,2,1,1
design,2,1,1
designating,2,2,1
designator,2,2,1
destined,2,1,1
determining,2,2,2
devices,2,2,2
dfa_score,2,1,1
dic_d14c_permil,2,2,1
dichlorodifluoromethane,2,1,1
differences,2,2,2
digests,2,1,1
digitization,2,1,1
dimers,2,2,1
dinitrogen,2,1,1
disappeared,2,1,1
discriminate,2,1,1
diskob2015,2,1,1
district,2,1,1
divergent,2,1,1
divinyl,2,1,1
dmp,2,1,1
doc:don,2,2,1
documented,2,1,1
dov,2,2,1
drape,2,2,1
drapes,2,2,1
dri,2,1,1
dry_weight_lessbag,2,1,1
dt,2,2,1
dx600,2,1,1
dysprosium,2,1,1
e02878,2,1,1
earlier,2,2,2
easier,2,1,1
ecology,2,1,1
ecotones,2,2,1
ectomycorrhizal,2,1,1
eddy,2,2,2
effected,2,2,1
ek,2,1,1
el,2,2,2
electron,2,1,1
ellison,2,1,1
email,2,2,2
embryo,2,1,1
eml,2,2,2
engineers,2,1,1
engram,2,1,1
enrollment,2,1,1
entities,2,2,2
envelope,2,1,1
epithet,2,1,1
equiv,2,1,1
er,2,2,2
estuary,2,1,1
ethnicity,2,1,1
euclidean,2,1,1
europium,2,1,1
evidence,2,1,1
exceeded,2,2,2
excursion,2,2,1
exists,2,1,1
exotics,2,1,1
exp_ssn,2,2,1
expedition,2,2,2
experienced,2,2,1
experiments,2,2,2
exported,2,1,1
extraneous,2,1,1
f14c,2,1,1
fac10_pa_2010_2017_mar.tif,2,1,1
families,2,2,2
fat,2,2,2
fco2a,2,2,1
fco2w,2,2,1
feasible,2,2,1
federation,2,1,1
feeders,2,1,1
feniak,2,2,1
ferulic,2,1,1
fettweis,2,1,1
fig,2,1,1
finer,2,1,1
fips,2,1,1
fiscal,2,1,1
fl,2,2,1
flake,2,1,1
flame,2,1,1
flat,2,2,2
flerovium,2,2,1
floated,2,2,2
fluctuations,2,1,1
fluorine,2,2,1
fma,2,1,1
fmax1,2,1,1
fmax2,2,1,1
fmax3,2,1,1
fmax4,2,1,1
focus,2,1,1
fog2,2,1,1
follow,2,1,1
forbs,2,2,2
fov,2,2,1
foxx,2,1,1
freshwater,2,2,2
frigidus,2,1,1
frustulia,2,1,1
ft,2,1,1
fucoxanthin,2,1,1
fuel,2,2,2
fugacity,2,2,1
funnels,2,1,1
fuscescens,2,1,1
futures,2,1,1
gadolinium,2,1,1
game’s,2,1,1
gamma,2,2,2
gcms,2,1,1
gdwt,2,1,1
geedit,2,1,1
gender,2,1,1
genes,2,1,1
gently,2,1,1
geobotany,2,2,1
geochemistry,2,1,1
geoid,2,2,2
geomag,2,2,2
glabella,2,1,1
gmus,2,1,1
gorup,2,1,1
graduation,2,1,1
grass,2,1,1
gridpoint,2,1,1
gull,2,1,1
gut,2,2,2
gwc,2,2,1
gwr,2,2,1
haardt,2,1,1
hamilton,2,2,1
hamilton's,2,2,1
handling,2,1,1
happened,2,2,1
hardness,2,1,1
hare,2,1,1
hbbstable,2,2,1
hbbtempdriftlimit,2,2,1
healy,2,2,1
hectopascals,2,1,1
herbicide,2,1,1
hg,2,2,2
hh:ss,2,1,1
histidine,2,1,1
historically,2,2,1
hly,2,2,1
ho2no2,2,1,1
hobr,2,1,1
hollister's,2,1,1
hope,2,2,2
hosting,2,2,1
hrs,2,1,1
hydroxyacetophenone,2,1,1
hydroxybenzaldehyde,2,1,1
hypobromite,2,1,1
hypochlorite,2,1,1
icebreaker,2,2,1
icebridge,2,1,1
iceland,2,1,1
ics,2,1,1
identifer,2,1,1
identifiable,2,1,1
igsn,2,1,1
illullip,2,1,1
imaged,2,1,1
imagej,2,1,1
imei,2,2,1
iminus,2,2,1
impact_,2,2,1
incidient,2,1,1
incisa,2,1,1
inclusions,2,1,1
incorporates,2,1,1
increased,2,1,1
increments,2,2,2
incubating,2,2,1
indentation,2,1,1
indian,2,1,1
indirect,2,1,1
induce,2,1,1
inflourescense,2,2,2
inhibit,2,1,1
inness,2,1,1
inquiries,2,1,1
insertion,2,1,1
instaar,2,2,2
intcal13,2,2,2
integrity,2,2,2
intensities,2,1,1
interlaboratory,2,1,1
intermedia,2,1,1
interrogates,2,1,1
interrupted,2,1,1
intertidal,2,1,1
inupiat,2,1,1
invasive,2,1,1
invidivuals,2,2,2
ionization,2,1,1
ipy,2,1,1
isbrae,2,1,1
isn93,2,1,1
isomeric,2,1,1
itkillik,2,2,2
jakobshavn,2,1,1
jar2,2,1,1
jeff,2,1,1
jensen,2,1,1
josstime,2,1,1
jpc,2,1,1
kappa,2,1,1
kelly,2,2,1
ketones,2,1,1
keyword,2,1,1
khz,2,1,1
kill,2,1,1
km2,2,1,1
kodiak,2,1,1
koh,2,1,1
kr,2,2,2
la,2,2,2
lakemorpho,2,1,1
landfast,2,1,1
landmark,2,2,2
larmor,2,2,2
laurent,2,1,1
lawn,2,1,1
leached,2,1,1
leading,2,2,2
ledum,2,1,1
leu,2,1,1
levee,2,1,1
levtype,2,1,1
licor.com,2,2,1
life,2,2,2
limprichtia,2,1,1
lin_ssn,2,2,1
lines,2,2,2
link.springer.com,2,1,1
links,2,2,2
lirata,2,1,1
lists,2,1,1
literal,2,1,1
literature,2,1,1
livingstone,2,1,1
lk,2,2,1
lobe,2,2,1
locality,2,1,1
locator,2,1,1
logging,2,1,1
logistics,2,2,2
logs,2,1,1
longicolla,2,1,1
louis,2,1,1
lr,2,2,2
lter_site_info.xls,2,2,1
ltoc,2,1,1
luizza,2,1,1
lv,2,2,2
lwskynenacceptable,2,2,1
lwskynenlimit,2,2,1
lyngbyaei,2,1,1
m1,2,1,1
m13,2,1,1
mackenzie,2,2,1
macroalgal,2,1,1
macrofauna,2,2,1
macroinfaunal,2,2,1
magnetism,2,1,1
magnification,2,1,1
malfunctions,2,1,1
manipulation,2,1,1
marv3.5.2,2,1,1
maselli,2,1,1
mathematics,2,1,1
mbt's,2,1,1
meadows,2,1,1
mealy,2,1,1
meanings,2,1,1
measrued,2,1,1
mechanism,2,2,2
media,2,2,2
megajoules,2,1,1
mesh,2,2,2
meta,2,2,1
metagenomeids,2,1,1
metalimnion,2,2,1
meteoric,2,1,1
methionine,2,1,1
mg2,2,1,1
microcephala,2,1,1
microeinsteins,2,2,2
microgram,2,1,1
miles,2,1,1
milford,2,1,1
millibar,2,1,1
millimole,2,1,1
minerals,2,1,1
minidot,2,1,1
minima,2,1,1
minnesota,2,1,1
miroc5,2,1,1
missed,2,1,1
mission,2,1,1
mites,2,1,1
mn,2,2,2
mnat,2,2,1
moana,2,1,1
modelid,2,1,1
moderately,2,1,1
modification,2,2,2
molecular,2,2,2
monochloride,2,1,1
monortm,2,1,1
moored,2,1,1
moose,2,1,1
mosses,2,2,2
mounds,2,1,1
mount,2,2,2
moved,2,1,1
msl,2,2,1
multiyear,2,1,1
mum,2,2,1
museum,2,2,2
mycorrhizae,2,1,1
n_uptake,2,1,1
n:p,2,1,1
n2o5,2,1,1
n51,2,1,1
n52,2,1,1
n53,2,1,1
n54,2,1,1
n55,2,1,1
n56,2,1,1
n57,2,1,1
n58,2,1,1
n59,2,1,1
n60,2,1,1
naperian,2,1,1
ncbi,2,1,1
nd143,2,2,1
nd144,2,2,1
ndvi_ratio,2,1,1
nearby,2,1,1
neck,2,2,2
needles,2,2,2
neon's,2,1,1
newc,2,1,1
newnp,2,1,1
nickel,2,2,2
night,2,1,1
niobium,2,1,1
nitogen,2,2,1
nitrat,2,1,1
nitrates,2,1,1
nitrit,2,1,1
nitrogem,2,1,1
nitryl,2,1,1
no_seedling,2,1,1
no_units,2,1,1
nonacidic,2,2,1
nondmp,2,1,1
nonsi,2,1,1
nonvascular,2,2,2
northwest,2,2,2
nose,2,1,1
notations,2,1,1
npk,2,1,1
nsidc,2,1,1
nutrition,2,1,1
o_2,2,2,1
o18c,2,2,1
ob,2,2,1
obs,2,1,1
observationday,2,1,1
observer's,2,2,2
oc0,2,1,1
oceans,2,2,2
ode_bulk_soil_wt,2,1,1
of1500,2,1,1
offered,2,1,1
oksrukuyik,2,2,1
om,2,1,1
omag,2,1,1
opa,2,2,1
opaque,2,1,1
organisms,2,1,1
oriented,2,1,1
otcs,2,1,1
otn,2,1,1
oxcal,2,2,2
oxytropis,2,1,1
pa,2,1,1
paleoprecipitation,2,1,1
para,2,2,1
paranthesis,2,1,1
parents,2,1,1
paroms,2,1,1
participant,2,1,1
participated,2,1,1
participating,2,2,2
pass,2,1,1
passing,2,2,2
passive,2,2,2
pattern,2,2,2
pb206,2,2,1
pb207,2,2,1
pb208,2,2,1
pe,2,1,1
penetrating,2,1,1
pentoxide,2,1,1
peptides,2,1,1
percolation,2,1,1
peroxynitric,2,1,1
petasites,2,1,1
petrology,2,1,1
phased,2,1,1
pheophytin,2,2,2
phosphors,2,1,1
photobased,2,1,1
phryganodes,2,1,1
pick,2,1,1
pinguis,2,2,1
pitfall,2,1,1
placing,2,2,2
plate1,2,1,1
platyphylla,2,1,1
plucked,2,1,1
plugs,2,1,1
pmc,2,1,1
pmf,2,1,1
poised,2,1,1
political,2,1,1
pools,2,1,1
ppmv,2,1,1
pr,2,2,2
praseodymium,2,1,1
prediction,2,1,1
predominance,2,1,1
preferable,2,1,1
prefix,2,1,1
private,2,2,1
procedure,2,2,1
procera,2,1,1
profiler,2,1,1
programming,2,1,1
projcet,2,2,1
prone,2,1,1
properties:region,2,1,1
proportion_soil,2,1,1
proteins,2,1,1
province,2,1,1
psammothidium,2,1,1
psm,2,1,1
publicly,2,1,1
pulchra,2,1,1
purgeable,2,1,1
pyrene,2,1,1
quads,2,1,1
quantities,2,1,1
r2,2,1,1
radiogenic,2,1,1
radon,2,1,1
raft,2,2,1
rafts,2,2,1
ranger,2,2,1
rapid,2,2,2
receive,2,1,1
recognized,2,1,1
rectimedate,2,2,1
recurvirostre,2,1,1
redeposited,2,2,1
redox,2,2,2
referring,2,2,2
reflect,2,1,1
reflector,2,1,1
registered,2,1,1
reimer,2,2,2
relationship,2,1,1
remains,2,1,1
remote,2,2,2
removing,2,2,2
replication,2,2,2
reports,2,2,2
repository,2,1,1
reproductive,2,2,2
required,2,2,2
residue,2,1,1
respondent,2,1,1
respondent’s,2,1,1
rest,2,2,1
resultant,2,1,1
retaining,2,1,1
retention,2,1,1
retrices,2,1,1
rfu,2,1,1
rime,2,1,1
rims,2,1,1
rnalater,2,1,1
rod,2,2,2
root_area,2,1,1
rooting,2,1,1
rosea,2,1,1
rossithidium,2,1,1
rot,2,1,1
rough,2,2,2
round,2,2,2
rssi,2,2,1
rubus,2,1,1
rumex,2,1,1
runs,2,2,2
russeolum,2,2,1
s.b,2,1,1
s00267,2,1,1
s13280,2,1,1
sa,2,2,1
samarium,2,1,1
sample's,2,1,1
sapflow,2,1,1
sauna,2,1,1
sbe45,2,1,1
sbg,2,1,1
sc,2,2,2
scavenge,2,1,1
scheme,2,2,2
schwoerer,2,1,1
scion,2,1,1
scored,2,1,1
seaplane,2,1,1
seas,2,2,1
seb45,2,1,1
sedum,2,1,1
sermia,2,1,1
serves,2,1,1
sexing,2,1,1
sfc,2,1,1
sh,2,1,1
shallow,2,1,1
sheep,2,1,1
ship’s,2,1,1
shoot,2,1,1
shoot_c,2,1,1
shoot_n,2,1,1
shore,2,2,1
shorebird,2,1,1
shortly,2,1,1
sieve,2,1,1
sieved,2,1,1
signature,2,1,1
sikuliaq,2,1,1
simens,2,1,1
simple,2,1,1
simulate,2,1,1
simulation,2,1,1
simultaneous,2,1,1
site_id,2,1,1
site.plot,2,1,1
site.tran,2,1,1
sizes,2,1,1
skalski,2,1,1
skin,2,2,2
slap,2,1,1
slopes,2,2,2
slough,2,1,1
slow,2,2,2
smartchem,2,1,1
snowdrifts,2,1,1
snowfences,2,1,1
so42,2,1,1
solifluction,2,2,1
solorina,2,2,1
solvent,2,1,1
southern,2,2,2
spanned,2,1,1
species_1,2,1,1
spiked,2,1,1
sporadic,2,1,1
spring,2,2,1
squred,2,2,1
sr86,2,2,1
sr87,2,2,1
std,2,2,1
steffen,2,1,1
stellatum,2,2,1
stembio_gm2,2,1,1
stoker,2,1,1
stop,2,2,2
stp,2,2,2
street,2,2,2
strikes,2,1,1
strongest,2,1,1
stronium,2,1,1
subatomoides,2,1,1
submission,2,2,2
subregion,2,2,2
subsamples,2,1,1
subshed,2,2,1
subsidence,2,2,1
subsite,2,1,1
subspathacea,2,1,1
sudetica,2,1,1
suess,2,1,1
sugar,2,1,1
suitability,2,1,1
suna,2,1,1
supersaturation,2,2,2
supplemental,2,1,1
surirella,2,1,1
surviving,2,1,1
sustainable,2,1,1
suva254,2,1,1
swab,2,1,1
swabbed,2,2,2
swl,2,1,1
swl2015,2,2,1
swskynenacceptable,2,2,1
swskynenlimit,2,2,1
sylvestris,2,1,1
synthesis,2,1,1
syringaldehyde,2,1,1
syringic,2,1,1
tagged,2,1,1
taiga,2,1,1
taxonomy,2,2,2
tbc,2,1,1
tech,2,1,1
technically,2,1,1
technician,2,2,2
teq,2,1,1
tertial,2,1,1
tetra,2,1,1
tetragona,2,1,1
theater,2,2,1
thickest,2,2,2
thresholding,2,1,1
thumbnails,2,2,1
ti,2,2,2
tide,2,1,1
tk,2,2,1
toe,2,2,2
tom,2,2,1
totally,2,2,1
tp,2,2,2
traced,2,2,2
traditional,2,2,2
trailing,2,1,1
transit,2,1,1
translucent,2,1,1
transported,2,1,1
traverse,2,2,2
tray,2,1,1
triphosphate,2,1,1
tritium,2,1,1
tsdg,2,1,1
tsv,2,1,1
tymyr,2,1,1
u_f,2,1,1
u23,2,1,1
ua,2,2,2
uciams,2,1,1
ugnl,2,1,1
umoles,2,1,1
umols,2,1,1
unable,2,1,1
unbanded,2,1,1
unclear,2,1,1
understory,2,2,2
undisturbed,2,2,1
unity,2,1,1
unkown,2,2,2
unnamed,2,2,2
unpoised,2,1,1
unrounded,2,1,1
unsaturated,2,1,1
unused,2,1,1
upgraded,2,1,1
uptake_c,2,1,1
uptake_n,2,1,1
usace,2,1,1
usf,2,2,2
usgs,2,2,2
utilised,2,1,1
vacuum,2,1,1
vaginatum,2,1,1
vanillin,2,1,1
varying,2,2,2
vatp,2,1,1
vegetative,2,2,2
vehicle,2,1,1
ventralis,2,1,1
vertices,2,1,1
video,2,1,1
virus,2,1,1
vlp,2,1,1
vulgaris,2,2,2
warmer,2,2,2
watertrack,2,2,1
waveforms,2,1,1
waypoint,2,1,1
website,2,2,1
weintraub,2,2,1
wfv,2,2,2
wgs_84_utm5,2,1,1
wgs1984,2,1,1
whatman,2,1,1
wheat,2,1,1
wires,2,1,1
writing,2,1,1
wtd,2,1,1
www.arcticlakes.org,2,1,1
www.pmel.noaa.gov,2,2,1
xr,2,1,1
xx,2,2,2
yenisey,2,2,1
yugcetun,2,1,1
yukon,2,2,1
zn,2,2,2
zones,2,2,2
δ18o:n2,2,1,1
δd,2,2,2
µatm,2,1,1
μmol,2,1,1
µt,2,1,1
_vsmow,1,1,1
"0,10",1,1,1
"0,15,30",1,1,1
0.001,1,1,1
0.006,1,1,1
0.010,1,1,1
0.0119,1,1,1
0.012,1,1,1
0.035,1,1,1
0.040,1,1,1
0.062,1,1,1
0.0766,1,1,1
0.1255,1,1,1
0.42,1,1,1
0.4623,1,1,1
0.46m,1,1,1
0.51m,1,1,1
0.61m,1,1,1
0.66,1,1,1
0.6m,1,1,1
0.71m,1,1,1
0.725,1,1,1
0.76,1,1,1
0.76m,1,1,1
0.7m,1,1,1
0.81,1,1,1
0.81m,1,1,1
0.86m,1,1,1
0.87,1,1,1
0.87m,1,1,1
0.88m,1,1,1
0.89,1,1,1
0.8m,1,1,1
0.91m,1,1,1
0.93,1,1,1
0.93m,1,1,1
0.95,1,1,1
0.96,1,1,1
0.96m,1,1,1
0.97m,1,1,1
0.99,1,1,1
0.99m,1,1,1
001.11m,1,1,1
001.14m,1,1,1
001.21m,1,1,1
001.24m,1,1,1
001.33m,1,1,1
001.35m,1,1,1
001.39m,1,1,1
001.41m,1,1,1
001.45m,1,1,1
001.89m,1,1,1
002,1,1,1
002.83m,1,1,1
003.40m,1,1,1
003.70m,1,1,1
003.89m,1,1,1
004.83m,1,1,1
005.20m,1,1,1
005.89m,1,1,1
007.33m,1,1,1
008.39m,1,1,1
0168711,1,1,1
019248,1,1,1
024009,1,1,1
0481,1,1,1
05,1,1,1
0646,1,1,1
07.139993,1,1,1
07.249991,1,1,1
07.286523,1,1,1
07.319997,1,1,1
07.995578,1,1,1
09.120637,1,1,1
1.01m,1,1,1
1.02m,1,1,1
1.06,1,1,1
1.07m,1,1,1
1.08,1,1,1
1.08m,1,1,1
1.09,1,1,1
1.10,1,1,1
1.11,1,1,1
1.13,1,1,1
1.14m,1,1,1
1.15,1,1,1
1.19,1,1,1
1.19m,1,1,1
1.20,1,1,1
1.23,1,1,1
1.25m,1,1,1
1.26,1,1,1
1.28,1,1,1
1.29,1,1,1
1.30,1,1,1
1.33,1,1,1
1.34,1,1,1
1.38,1,1,1
1.39,1,1,1
1.39m,1,1,1
1.40,1,1,1
1.40m,1,1,1
1.44m,1,1,1
1.467769,1,1,1
1.47,1,1,1
1.51,1,1,1
1.52,1,1,1
1.53,1,1,1
1.55,1,1,1
1.57,1,1,1
1.58,1,1,1
1.62,1,1,1
1.63,1,1,1
1.65,1,1,1
1.66,1,1,1
1.67,1,1,1
1.70,1,1,1
1.79,1,1,1
1.81,1,1,1
1.83,1,1,1
1.86,1,1,1
1.87,1,1,1
1.88,1,1,1
1.89,1,1,1
1.91,1,1,1
1.92,1,1,1
1.94,1,1,1
1.972524,1,1,1
10.03,1,1,1
10.05,1,1,1
10.06,1,1,1
10.12,1,1,1
10.1371,1,1,1
10.14,1,1,1
10.16,1,1,1
10.18,1,1,1
10.22,1,1,1
10.24,1,1,1
10.4,1,1,1
10.500,1,1,1
10.57,1,1,1
10.64,1,1,1
10.66,1,1,1
10.67,1,1,1
10.7,1,1,1
10.787025,1,1,1
10.787881,1,1,1
10.788737,1,1,1
10.789594,1,1,1
10.79045,1,1,1
10.791306,1,1,1
10.792163,1,1,1
10.793019,1,1,1
10.793875,1,1,1
10.794733,1,1,1
10.795588,1,1,1
10.796444,1,1,1
10.797302,1,1,1
10.798157,1,1,1
10.799013,1,1,1
10.799869,1,1,1
10.800726,1,1,1
10.801582,1,1,1
10.802438,1,1,1
10.803295,1,1,1
10.804151,1,1,1
10.805007,1,1,1
10.805865,1,1,1
10.80672,1,1,1
10.807576,1,1,1
10.808434,1,1,1
10.809289,1,1,1
10.810145,1,1,1
10.811003,1,1,1
10.811858,1,1,1
10.812714,1,1,1
10.813572,1,1,1
10.814428,1,1,1
10.815283,1,1,1
10.816139,1,1,1
10.816997,1,1,1
10.817852,1,1,1
10.818708,1,1,1
10.819566,1,1,1
10.82,1,1,1
10.820421,1,1,1
10.821277,1,1,1
10.822135,1,1,1
10.822991,1,1,1
10.823846,1,1,1
10.824704,1,1,1
10.82556,1,1,1
10.826415,1,1,1
10.827273,1,1,1
10.828129,1,1,1
10.828984,1,1,1
10.829842,1,1,1
10.830698,1,1,1
10.831554,1,1,1
10.832411,1,1,1
10.833267,1,1,1
10.834123,1,1,1
10.834978,1,1,1
10.835836,1,1,1
10.836692,1,1,1
10.837547,1,1,1
10.838405,1,1,1
10.839261,1,1,1
10.840117,1,1,1
10.840974,1,1,1
10.84183,1,1,1
10.842686,1,1,1
10.843543,1,1,1
10.844399,1,1,1
10.845255,1,1,1
10.846112,1,1,1
10.846968,1,1,1
10.847824,1,1,1
10.848681,1,1,1
10.849537,1,1,1
10.850393,1,1,1
10.851249,1,1,1
10.852106,1,1,1
10.852962,1,1,1
10.853818,1,1,1
10.854675,1,1,1
10.855531,1,1,1
10.856387,1,1,1
10.857244,1,1,1
10.8581,1,1,1
10.858956,1,1,1
10.859814,1,1,1
10.860669,1,1,1
10.861525,1,1,1
10.862383,1,1,1
10.863238,1,1,1
10.864094,1,1,1
10.864952,1,1,1
10.865807,1,1,1
10.866663,1,1,1
10.867521,1,1,1
10.868377,1,1,1
10.869232,1,1,1
10.870088,1,1,1
10.870946,1,1,1
10.871801,1,1,1
10.872657,1,1,1
10.873515,1,1,1
10.87437,1,1,1
10.875226,1,1,1
10.876084,1,1,1
10.87694,1,1,1
10.877795,1,1,1
10.878653,1,1,1
10.879509,1,1,1
10.880364,1,1,1
10.881222,1,1,1
10.882078,1,1,1
10.882933,1,1,1
10.883791,1,1,1
10.884647,1,1,1
10.885503,1,1,1
10.886358,1,1,1
10.887216,1,1,1
10.888072,1,1,1
10.888927,1,1,1
10.889785,1,1,1
10.890641,1,1,1
10.891496,1,1,1
10.892354,1,1,1
10.89321,1,1,1
10.894065,1,1,1
10.894923,1,1,1
10.895779,1,1,1
10.896635,1,1,1
10.897492,1,1,1
10.898348,1,1,1
10.899204,1,1,1
10.900061,1,1,1
10.900917,1,1,1
10.901773,1,1,1
10.90263,1,1,1
10.903486,1,1,1
10.904342,1,1,1
10.905198,1,1,1
10.906055,1,1,1
10.906911,1,1,1
10.907767,1,1,1
10.908624,1,1,1
10.90948,1,1,1
10.910336,1,1,1
10.911193,1,1,1
10.912049,1,1,1
10.912905,1,1,1
10.913763,1,1,1
10.914618,1,1,1
10.915474,1,1,1
10.916332,1,1,1
10.917187,1,1,1
10.918043,1,1,1
10.918901,1,1,1
10.919756,1,1,1
10.920612,1,1,1
10.921468,1,1,1
10.922326,1,1,1
10.923181,1,1,1
10.924037,1,1,1
10.924895,1,1,1
10.92575,1,1,1
10.926606,1,1,1
10.927464,1,1,1
10.928319,1,1,1
10.929175,1,1,1
10.930033,1,1,1
10.930889,1,1,1
10.931744,1,1,1
10.932602,1,1,1
10.933458,1,1,1
10.934313,1,1,1
10.935171,1,1,1
10.936027,1,1,1
10.936882,1,1,1
10.937738,1,1,1
10.938596,1,1,1
10.939451,1,1,1
10.940307,1,1,1
10.941165,1,1,1
10.942021,1,1,1
10.942876,1,1,1
10.943734,1,1,1
10.94459,1,1,1
10.945445,1,1,1
10.946303,1,1,1
10.947159,1,1,1
10.948014,1,1,1
10.948872,1,1,1
10.949728,1,1,1
10.950584,1,1,1
10.951441,1,1,1
10.952297,1,1,1
10.953153,1,1,1
10.95401,1,1,1
10.954866,1,1,1
10.955722,1,1,1
10.956577,1,1,1
10.957435,1,1,1
10.958291,1,1,1
10.959147,1,1,1
10.960004,1,1,1
10.96086,1,1,1
10.961716,1,1,1
10.962573,1,1,1
10.963429,1,1,1
10.964285,1,1,1
10.965142,1,1,1
10.965998,1,1,1
10.966854,1,1,1
10.967712,1,1,1
10.968567,1,1,1
10.969423,1,1,1
10.97,1,1,1
10.970281,1,1,1
10.971136,1,1,1
10.971992,1,1,1
10.972848,1,1,1
10.973705,1,1,1
10.974561,1,1,1
10.975417,1,1,1
10.976275,1,1,1
10.97713,1,1,1
10.977986,1,1,1
10.978844,1,1,1
10.979699,1,1,1
10.980555,1,1,1
10.981413,1,1,1
10.982268,1,1,1
10.983124,1,1,1
10.983982,1,1,1
10.984837,1,1,1
10.985693,1,1,1
10.986551,1,1,1
10.987407,1,1,1
10.988262,1,1,1
10.98912,1,1,1
10.989976,1,1,1
10.990831,1,1,1
10.991687,1,1,1
10.992545,1,1,1
10.9934,1,1,1
10.994256,1,1,1
10.995114,1,1,1
10.99597,1,1,1
10.996825,1,1,1
10.997683,1,1,1
10.998539,1,1,1
10.999394,1,1,1
1000.96,1,1,1
1002.88,1,1,1
1004.8,1,1,1
1006.72,1,1,1
1008.64,1,1,1
1010.56,1,1,1
1012.48,1,1,1
1014.4,1,1,1
1016.32,1,1,1
1018.24,1,1,1
1020.16,1,1,1
1022.08,1,1,1
1024,1,1,1
1025.92,1,1,1
1027.84,1,1,1
1029.76,1,1,1
1031.68,1,1,1
1033.6,1,1,1
1035.52,1,1,1
1037.44,1,1,1
1039.36,1,1,1
1041.28,1,1,1
1043.2,1,1,1
1045.12,1,1,1
1047.04,1,1,1
1048.96,1,1,1
1050.88,1,1,1
1052.8,1,1,1
1054.72,1,1,1
1056.64,1,1,1
1058.56,1,1,1
1060.48,1,1,1
1062.4,1,1,1
1064.32,1,1,1
1066.24,1,1,1
1068.16,1,1,1
1070.08,1,1,1
1072,1,1,1
1073.92,1,1,1
1075.84,1,1,1
1077.76,1,1,1
1079.68,1,1,1
1081.6,1,1,1
1083.52,1,1,1
1085.44,1,1,1
1087.36,1,1,1
1089.28,1,1,1
1091.2,1,1,1
1093.12,1,1,1
1095.04,1,1,1
1096.96,1,1,1
1098.88,1,1,1
10x10,1,1,1
11.00,1,1,1
11.03,1,1,1
11.04,1,1,1
11.14,1,1,1
11.15,1,1,1
11.16,1,1,1
11.18,1,1,1
11.22,1,1,1
11.31,1,1,1
11.42,1,1,1
11.46,1,1,1
11.52,1,1,1
11.57,1,1,1
11.67,1,1,1
11.7,1,1,1
11.72,1,1,1
11.92,1,1,1
1100.8,1,1,1
1102.72,1,1,1
1104.64,1,1,1
1106.56,1,1,1
1108.48,1,1,1
1110.4,1,1,1
1112.32,1,1,1
1114.24,1,1,1
1116.16,1,1,1
1118.08,1,1,1
1120,1,1,1
1121.92,1,1,1
1123.84,1,1,1
1125.76,1,1,1
1127.68,1,1,1
1129.6,1,1,1
1131.52,1,1,1
1133.44,1,1,1
1135.36,1,1,1
1137.28,1,1,1
1139.2,1,1,1
1141.12,1,1,1
1143.04,1,1,1
1144.96,1,1,1
1146.88,1,1,1
1148.8,1,1,1
1150.72,1,1,1
1152.64,1,1,1
1154.56,1,1,1
1156.48,1,1,1
1158.4,1,1,1
1160.32,1,1,1
1162.24,1,1,1
1164.16,1,1,1
1166.08,1,1,1
1168,1,1,1
1169.92,1,1,1
1171.84,1,1,1
1173.76,1,1,1
1175.68,1,1,1
1177.6,1,1,1
1179.52,1,1,1
1181.44,1,1,1
1183.36,1,1,1
1185.28,1,1,1
1187.2,1,1,1
1189.12,1,1,1
1191.04,1,1,1
1192.96,1,1,1
1194.88,1,1,1
1196.8,1,1,1
1198.72,1,1,1
12.00,1,1,1
12.03,1,1,1
12.04,1,1,1
12.06,1,1,1
12.1,1,1,1
12.16,1,1,1
12.18,1,1,1
12.32,1,1,1
12.36,1,1,1
12.56637,1,1,1
12.57,1,1,1
12.66,1,1,1
12.85,1,1,1
12.91,1,1,1
1200.64,1,1,1
1202.56,1,1,1
1204.48,1,1,1
1206.4,1,1,1
1208.32,1,1,1
1210.24,1,1,1
1212.16,1,1,1
1214.08,1,1,1
1216,1,1,1
1217.92,1,1,1
1219.84,1,1,1
1221.76,1,1,1
1223.68,1,1,1
1225.6,1,1,1
1227.52,1,1,1
1229.44,1,1,1
1231.36,1,1,1
1233.28,1,1,1
1235.2,1,1,1
1237.12,1,1,1
1239.04,1,1,1
1240.96,1,1,1
1242.88,1,1,1
1244.8,1,1,1
1246.72,1,1,1
1248.64,1,1,1
1250.56,1,1,1
1252.48,1,1,1
1254.4,1,1,1
1256.32,1,1,1
1258.24,1,1,1
1260.16,1,1,1
1262.08,1,1,1
1264,1,1,1
1265.92,1,1,1
1267.84,1,1,1
1269.76,1,1,1
1271.68,1,1,1
1273.6,1,1,1
1275.52,1,1,1
1277.44,1,1,1
1279.36,1,1,1
1281.28,1,1,1
1283.2,1,1,1
1285.12,1,1,1
1287.04,1,1,1
1288.96,1,1,1
