token,n
subject,25
suggesting,25
taku,25
taut,25
temp,25
tide,25
tip,25
txt,25
urls,25
whoi,25
workshops,25
10.1029,24
168.25,24
1976,24
2020,24
280,24
53,24
68,24
99,24
ad,24
ancillary,24
anomaly,24
application,24
assessments,24
brine,24
calls,24
campaigns,24
capabilities,24
compatible,24
constant,24
crrel,24
dc,24
demonstrate,24
denmark,24
depolarization,24
detected,24
device,24
diatoms,24
directory,24
dpm,24
drive,24
elucidate,24
errors,24
excess,24
faculty,24
fixed,24
fram,24
green,24
greenseeker,24
historic,24
holes,24
indicator,24
initiation,24
integrating,24
j2,24
j6,24
kongsfjorden,24
kuskokwim,24
labrador,24
landsat,24
lat,24
leading,24
leaves,24
magnetic,24
museum,24
orbiting,24
overlying,24
paleoclimatology,24
participate,24
plumes,24
pollution,24
pon,24
predictions,24
quaternary,24
ranges,24
realistic,24
rt100,24
soluble,24
success,24
sustainable,24
swiss,24
tape,24
targets,24
thawed,24
towed,24
tows,24
transformation,24
twin,24
vast,24
08,23
1.62,23
10.18739,23
10.5194,23
47,23
55,23
72,23
addressing,23
agencies,23
attachment,23
barium,23
begun,23
benefit,23
bg,23
biweekly,23
burning,23
complement,23
constraints,23
contributes,23
curve,23
defense,23
define,23
diurnal,23
drying,23
exists,23
float,23
functions,23
gpr,23
hhmmss,23
icefield,23
identical,23
illustrating,23
independent,23
influencing,23
integrate,23
involving,23
isolated,23
kronebreen,23
lab's,23
language,23
leads,23
learn,23
lies,23
manfrotto,23
mineralogy,23
navy,23
niskin,23
nodc,23
operation,23
otter,23
phytomass,23
polashenski,23
ranged,23
reproductive,23
reu,23
safety,23
sand,23
saturated,23
scaling,23
scattering,23
seafloor,23
spectrum,23
stakeholders,23
substantial,23
sunlight,23
susceptibility,23
target,23
technical,23
tn249,23
unprecedented,23
unpublished,23
utilize,23
visual,23
vital,23
vocs,23
whales,23
written,23
3m,22
animal,22
arranged,22
benthos,22
bromwich,22
chronology,22
cl,22
collaborators,22
concatenated,22
concatenation,22
connections,22
consisted,22
continuation,22
cubic,22
determination,22
drill,22
eemian,22
expand,22
expertise,22
feeding,22
fff,22
fill,22
foraging,22
intermediate,22
investigations,22
kay,22
kongsvegen,22
latent,22
lowered,22
mathworks,22
mhz,22
millimeter,22
mn,22
paired,22
panel,22
participating,22
partnership,22
peoples,22
picture,22
pool,22
quartile,22
saturation,22
security,22
simpson,22
southeast,22
sum,22
surfaces,22
technologies,22
thesis,22
thin,22
turbulence,22
underwater,22
universal,22
wetlabs,22
woodgate,22
yyyymmdd_ss_fff,22
_00jaz,21
_01jaz,21
05,21
1509,21
168.95,21
66.76,21
absorbing,21
adaptations,21
advancing,21
agency,21
algal,21
alpha,21
animals,21
asia,21
attribute,21
author,21
baltimore,21
cadis,21
calibrations,21
ch,21
chain,21
cheese,21
colonization,21
cooling,21
counting,21
cs,21
deglaciation,21
describes,21
describing,21
dissipation,21
downward,21
ec,21
exist,21
extends,21
extensions,21
failure,21
faunal,21
fettweis,21
floating,21
harvested,21
hines,21
identifying,21
igert,21
imo,21
incorporated,21
kangerlussuaq,21
landfast,21
limit,21
live,21
maintained,21
northwestern,21
nuuk,21
overview,21
ph.d,21
proprietary,21
pump,21
recruitment,21
relate,21
remotely,21
removal,21
reveals,21
roughness,21
seaspace,21
sedimentary,21
seeps,21
settings,21
silt,21
sinking,21
socio,21
strain,21
substances,21
tc,21
tend,21
topics,21
transmitting,21
traveling,21
weeks,21
world's,21
worldwide,21
129,20
137,20
1986,20
1987,20
20th,20
520,20
71,20
98,20
aboveground,20
absence,20
acceleration,20
adjusted,20
applications,20
assembled,20
attention,20
battery,20
belowground,20
bias,20
budgets,20
building,20
catastrophic,20
catchment,20
charcoal,20
chromatography,20
comparing,20
compositions,20
computing,20
creating,20
descriptors,20
differential,20
drifts,20
echo,20
echosounder,20
elders,20
emphasis,20
evaluated,20
fed,20
florida,20
fractional,20
generate,20
ghz,20
goose,20
gro,20
gulf,20
happy,20
heterotrophic,20
historically,20
hit,20
incrementing,20
instance,20
integral,20
knorr,20
l1,20
manually,20
mb,20
methodology,20
millennial,20
mitochondrial,20
occurs,20
organization,20
osmosamplers,20
oxide,20
paleo,20
periodic,20
permanent,20
piston,20
press,20
protein,20
reaction,20
reflective,20
regression,20
remove,20
replaced,20
respired,20
russell,20
salix,20
sanderson,20
schedule,20
scheme,20
scripps,20
severity,20
skamarock,20
solution,20
stand,20
stands,20
started,20
suitable,20
takes,20
tanana,20
temperate,20
thinning,20
throughflow,20
travel,20
utilized,20
wedge,20
0.1,19
0902,19
1960,19
1982,19
accelerated,19
accurately,19
adult,19
alkalinity,19
aromatic,19
autumn,19
beaver,19
bring,19
bubbles,19
bud,19
calcite,19
circumarctic,19
comparisons,19
concurrent,19
conducting,19
contemporary,19
continuing,19
convention,19
cor,19
correlations,19
cryospheric,19
decision,19
dee,19
diffraction,19
distal,19
doctoral,19
driver,19
eclipse,19
ecofoci,19
employ,19
empty,19
explain,19
fires,19
fornbyli,19
fox,19
herbivory,19
hydrocarbons,19
img_ii,19
impose,19
increasingly,19
informed,19
isus,19
limits,19
losses,19
manta,19
meeting,19
microorganisms,19
minerals,19
minus,19
missions,19
moderate,19
moraine,19
multibeam,19
online,19
padded,19
parties,19
partners,19
perspectives,19
physiology,19
prey,19
pro,19
probes,19
qualitative,19
relation,19
resolving,19
separately,19
shallower,19
shupe,19
sigma,19
sky,19
spans,19
stem,19
structures,19
sunlit,19
susceptible,19
swerus,19
switchyard,19
tables,19
tagged,19
tests,19
thermohaline,19
thresholds,19
tissues,19
title,19
transceiver,19
update,19
updates,19
uptime,19
urban,19
validate,19
1km,18
234th,18
55.2,18
60.8,18
66.7,18
86,18
97,18
accessible,18
adaptive,18
agriculture,18
antarctica,18
applicable,18
arrigo,18
augured,18
axis,18
bad,18
believed,18
blocks,18
bssn,18
chromatograph,18
class,18
comprise,18
concluded,18
conversion,18
cu,18
definition,18
densities,18
depending,18
derive,18
dissemination,18
divide,18
drifted,18
es18,18
explicit,18
focusing,18
forced,18
forcings,18
fossil,18
frames,18
gem,18
hegranes,18
helheim,18
helicopter,18
hh:mm,18
hindcast,18
hly0802,18
imaging,18
inductively,18
inferred,18
inflow,18
innovative,18
instream,18
instrumental,18
jul,18
law,18
lon,18
managed,18
max,18
metabolism,18
microsoft,18
norwegian,18
observers,18
oregon,18
orthomosaic,18
outputs,18
papp,18
partial,18
partitioning,18
photosynthetic,18
picarro,18
pigment,18
political,18
referred,18
resilience,18
resolve,18
responding,18
retrieve,18
review,18
richards,18
seb,18
setup,18
shorebird,18
sizonet,18
snapshot,18
soaked,18
sonde,18
stefansson,18
store,18
streamflow,18
streaming,18
substrate,18
sulfate,18
surveyed,18
tabular,18
teaching,18
tem,18
thermo,18
thinner,18
threshold,18
tissue,18
tl,18
towers,18
tracers,18
treering,18
unmanned,18
uptempo,18
utqiagvik,18
vehicle,18
watercolumn,18
whilst,18
0801,17
1992,17
21st,17
505,17
56.7,17
5cm,17
67.1,17
aairo,17
accessed,17
adaptation,17
alternative,17
ambassadorship,17
analyzing,17
atlanta,17
bathymetric,17
blue,17
campus,17
catalog,17
centimeter,17
cleveland,17
closely,17
coefficients,17
comiso,17
comparable,17
composed,17
concept,17
connectivity,17
copy,17
corporation,17
csasn,17
denali,17
depend,17
deploying,17
dew,17
digitization,17
discovery,17
dispersal,17
documenting,17
dramatic,17
dramatically,17
dried,17
engage,17
ethane,17
family,17
feeds,17
frequencies,17
fungal,17
gauge,17
gcps,17
georeferencing,17
gravimeter,17
helix,17
hunt,17
incident,17
incubated,17
indices,17
interact,17
interglacial,17
interpreting,17
jun,17
katuuaq,17
kinematic,17
limiting,17
literature,17
litter,17
lived,17
living,17
localized,17
maintaining,17
makers,17
microcat,17
mosaics,17
nabos,17
nailed,17
narrow,17
ncar's,17
newly,17
nmea,17
noted,17
ntech,17
operates,17
oscillation,17
osmium,17
pcwg,17
perennial,17
permanently,17
permit,17
portal,17
positioning,17
postgraduate,17
precision,17
presently,17
propagation,17
property,17
protocol,17
radarsat,17
represented,17
rocks,17
rod,17
rv,17
san,17
scripts,17
select,17
sept,17
serial,17
shared,17
shell,17
shortened,17
sparse,17
stanton,17
stopping,17
stores,17
stratigraphic,17
summarized,17
supraglacial,17
thousands,17
timelapse,17
tunnel,17
van,17
vessels,17
visit,17
word,17
0.05,16
0901,16
1985,16
238u,16
41,16
46,16
760,16
8.5,16
a2,16
a3,16
abstract,16
anaktuvuk,16
anticipated,16
apfileindex.csv,16
appears,16
bear,16
bgos,16
biodiversity,16
c1,16
calibrate,16
carex,16
categories,16
chart,16
chloride,16
cite,16
closed,16
closing,16
consistency,16
construction,16
correction,16
count,16
critically,16
crucial,16
cultures,16
data_img_01_20080630_02_001,16
decreasing,16
deglaciated,16
delay,16
delivery,16
depletion,16
diet,16
discarded,16
discussions,16
disintegrations,16
drier,16
electron,16
emergence,16
exchanges,16
exported,16
failures,16
february,16
fence,16
fluid,16
formatted,16
forming,16
ft,16
gear,16
gnet,16
gravity,16
greatly,16
incoming,16
infer,16
inflorescences,16
interference,16
iñupiat,16
kongressvatnet,16
lacks,16
limitations,16
listing,16
lists,16
manipulation,16
manuscript,16
mask,16
matthew,16
mature,16
merged,16
metal,16
methanesulfonic,16
micrometeorological,16
microns,16
microstructure,16
module,16
nana,16
negligible,16
nested,16
nox,16
o18,16
oc,16
pair,16
paleoecology,16
parent,16
pcbs,16
photochemical,16
pipeline,16
plans,16
plasma,16
plays,16
poes,16
polarstern,16
polygon,16
posted,16
powered,16
precise,16
proshutinsky,16
pulse,16
radiosonde,16
reaches,16
rely,16
requirements,16
returned,16
robert,16
roles,16
sedge,16
sensed,16
setting,16
share,16
slow,16
solute,16
solutes,16
spacing,16
spinup,16
ss,16
ssm,16
statistics,16
steel,16
tamara,16
terminating,16
texture,16
thermistor,16
thousand,16
ti,16
timescales,16
transform,16
troposphere,16
tussocks,16
unburned,16
upland,16
walruses,16
yedoma,16
yk,16
zipped,16
zn,16
10.1175,15
112,15
1900,15
1971,15
62.2,15
67,15
900,15
a.d,15
academy,15
add,15
adults,15
advancement,15
aquifers,15
art,15
attributes,15
bands,15
bc,15
beringia,15
beryllium,15
biotic,15
branches,15
breeding,15
calculations,15
classes,15
classrooms,15
climatological,15
cm3,15
coastline,15
coldfoot,15
colleagues,15
communicate,15
complementary,15
composites,15
contrast,15
cosmogenic,15
culture,15
cyanobacteria,15
d20140903,15
dems,15
diego,15
dilution,15
downcore,15
eastward,15
electrical,15
electromagnetic,15
elevations,15
europe,15
explained,15
f13,15
f14,15
fan,15
filled,15
flag,15
forage,15
forecasts,15
fractions,15
freely,15
greenland's,15
greenlandic,15
groundwater,15
h2o,15
holds,15
howat,15
increment,15
increments,15
interpretations,15
interview,15
jan,15
kinetic,15
krill,15
limitation,15
linnéelva,15
losing,15
massive,15
maui,15
meetings,15
nearest,15
oct,15
offset,15
operate,15
oriented,15
oumalik,15
outcome,15
pah,15
pahs,15
pairs,15
pass,15
pco2,15
peters,15
pg,15
phd,15
phenarc,15
photography,15
pixel,15
polycyclic,15
pribilof,15
probability,15
protists,15
quantities,15
redeployment,15
repeated,15
reporting,15
respondent,15
scass,15
schools,15
scicex,15
seabirds,15
simultaneously,15
sizes,15
skagafjörður,15
skipped,15
societal,15
star,15
stresses,15
structured,15
sulfur,15
t192153,15
tfs,15
tn,15
tn250,15
tracer,15
transformed,15
transplant,15
tripod,15
tropospheric,15
umol,15
visualization,15
volatile,15
wildfire,15
xrf,15
youth,15
yyyy,15
0802,14
120,14
149,14
1970,14
250,14
475,14
59,14
65,14
800,14
95,14
adds,14
aid,14
airport,14
amundsen,14
andrey,14
apply,14
artifacts,14
aspect,14
audience,14
augment,14
aw,14
bears,14
beringstrait.html,14
biomarkers,14
branch,14
c2,14
cables,14
calcium,14
causing,14
church,14
cod,14
committee,14
compressed,14
contrasting,14
copepods,14
correspond,14
cyberinfrastructure,14
daylight,14
deadhorse,14
deuterium,14
disseminated,14
divided,14
drawn,14
emerging,14
enabling,14
equations,14
ethnographic,14
euphausiids,14
eventually,14
excellent,14
experienced,14
experimentally,14
expressed,14
fieldscout,14
floor,14
fluxbuoy,14
george,14
gimp,14
governance,14
gpp,14
grains,14
gross,14
gth,14
harbor,14
heated,14
hly0902,14
hpdc,14
hu,14
inclusion,14
incorporate,14
intended,14
interagency,14
isobath,14
itps,14
john,14
krishfield,14
launched,14
legacy,14
locate,14
lost,14
maryland,14
mechanism,14
mini,14
minimize,14
mining,14
minority,14
modal,14
mode,14
movements,14
ng,14
noise,14
observer,14
obtains,14
paleoenvironmental,14
palmer,14
peer,14
precipitable,14
privatization,14
proceeding,14
projecting,14
purple,14
quantity,14
radiogenic,14
radiosondes,14
rcp,14
reached,14
reducing,14
refer,14
regulator,14
reliable,14
repository,14
revealed,14
reviewed,14
richard,14
scanned,14
sequenced,14
shorter,14
sink,14
smith,14
soft,14
statistically,14
steele,14
sudden,14
sufficient,14
survive,14
sustained,14
swath,14
taxon,14
terrace,14
thinsp,14
tomography,14
train,14
transitioned,14
tributary,14
understory,14
uplands,14
upstream,14
v2,14
vector,14
villages,14
wang,14
wastage,14
watch,14
webber's,14
whoi.edu,14
whp,14
wisconsin,14
www.oc.nps.edu,14
0803,13
10be,13
1800,13
1m,13
511,13
63,13
88,13
acetate,13
achieved,13
acquire,13
acs,13
actively,13
actual,13
administration's,13
advances,13
ag,13
agashashok,13
akademik,13
altering,13
amplitude,13
ans,13
app,13
applying,13
archival,13
artic,13
ashjian,13
asian,13
at18,13
bare,13
barents,13
barotropic,13
betula,13
biome,13
browse,13
buffer,13
cable,13
cape,13
captures,13
cellulose,13
centre,13
chinese,13
chronologies,13
clean,13
codes,13
completion,13
concern,13
continents,13
correct,13
cr3000,13
d13c,13
decisions,13
declines,13
dense,13
depict,13
detail,13
detector,13
diamond,13
discuss,13
disko,13
display,13
distances,13
dome,13
downcast,13
duplicate,13
earlier,13
efflux,13
eicken,13
empirical,13
enabled,13
epstein,13
eukaryotic,13
evaporation,13
facing,13
farms,13
fasta,13
federal,13
follow,13
fuels,13
fungi,13
gaseous,13
geosummit,13
geotiff,13
gf,13
glaciochemistry,13
glaciology,13
grip,13
hemispheric,13
hillslope,13
hly0601,13
host,13
hydroclimate,13
hypothesized,13
implemented,13
industry,13
infaunal,13
interactive,13
intercomparison,13
internet,13
inverse,13
iss,13
kawerak,13
la,13
laii,13
laptev,13
layering,13
lett,13
linking,13
loan,13
lowest,13
m4,13
m5,13
managers,13
marker,13
metrics,13
micropulse,13
millennia,13
mmp,13
nan,13
naturally,13
nets,13
nitric,13
nominally,13
northernmost,13
osu,13
oxides,13
pages,13
penetration,13
physiological,13
pickart,13
pollutants,13
pops,13
progress,13
projection,13
promise,13
promote,13
protection,13
psu,13
pumping,13
rafted,13
random,13
regeneration,13
regulate,13
relating,13
rev,13
rom,13
rpickart,13
salinities,13
sinks,13
sliding,13
sociocultural,13
sondes,13
southeastern,13
spectroscopy,13
stop,13
stratosphere,13
subtracting,13
summing,13
survival,13
sw,13
tar.gz,13
themes,13
tightly,13
tilt,13
topographic,13
tow,13
trajectories,13
translated,13
transpolar,13
unclear,13
underrepresented,13
unusual,13
validated,13
varves,13
wading,13
webs,13
wetlands,13
δ,13
0.2,12
10cm,12
10th,12
13.838,12
13.839,12
195,12
1950,12
1973,12
1988,12
25mm,12
2h,12
450,12
5000,12
74,12
78,12
administrations's,12
aggps,12
alert,12
aluminum,12
areal,12
avoid,12
aws,12
barrier,12
bin,12
bodies,12
borough,12
builds,12
c:n,12
cal,12
calendar,12
capabl,12
capable,12
catch,12
ceon,12
classroom,12
climates,12
coarse,12
coefficient,12
commerce,12
conceptual,12
connecting,12
connection,12
constrained,12
contaminated,12
coordination,12
copepod,12
coping,12
creates,12
cryoconite,12
d15n,12
datafiles,12
db,12
declining,12
depositional,12
determines,12
diapositives,12
diattenuation,12
dinoflagellates,12
dissertation,12
eager,12
emb,12
energy's,12
english,12
enhancement,12
entitled,12
exceeds,12
expendable,12
experiences,12
experts,12
extractable,12
f15,12
f16,12
fauna,12
fen,12
fertilization,12
fertilized,12
flowering,12
fluctuation,12
fluvial,12
garden,12
gateway,12
gauges,12
glass,12
gmbh,12
grade,12
gradual,12
grayling,12
guv,12
hcl,12
headspace,12
helps,12
heterogeneous,12
hf,12
higuera,12
homeland,12
hrs,12
improvements,12
incorporation,12
inertial,12
influx,12
informal,12
interacts,12
inversion,12
invertebrates,12
leconte,12
left,12
licor,12
liter,12
locally,12
lowland,12
ltoc,12
macroinfaunal,12
magnitudes,12
manufactured,12
markers,12
match,12
matching,12
matrai,12
matrix,12
meant,12
measureables,12
mechanistic,12
melted,12
midwater,12
modifications,12
mpl,12
naming,12
nathaniel,12
nations,12
nmi,12
nuclear,12
orientation,12
osmosampler,12
panels,12
partially,12
pathway,12
percentage,12
pfass,12
photogrammetry,12
